日期,平均溫度(°C),最高溫度(°C),最低溫度(°C),平均相對溼度(%),最小相對溼度(%),降雨量(mm)
2016-08-23,30.8,,,63,,0.0
2016-08-24,31.3,36.3,28.0,63,47.0,0.0
2016-08-25,30.5,35.1,26.4,64,49.0,0.0
2016-08-26,31.1,36.1,27.0,63,40.0,0.0
2016-08-27,29.4,33.5,27.1,73,60.0,0.5
2016-08-28,26.0,30.2,23.8,81,65.0,29.5
2016-08-29,27.9,33.3,24.0,58,41.0,0.0
2016-08-30,28.7,34.1,25.4,52,34.0,0.0
2016-08-31,28.6,33.8,24.2,57,36.0,0.0
2016-09-01,29.5,35.7,24.6,60,43.0,0.0
2016-09-02,28.3,34.1,25.3,73,46.0,32.0
2016-09-03,27.3,31.1,24.8,86,69.0,44.0
2016-09-04,29.8,35.6,25.8,73,45.0,0.0
2016-09-05,29.2,32.9,27.2,76,63.0,0.0
2016-09-06,27.6,30.0,25.0,82,71.0,19.5
2016-09-07,29.2,34.4,24.9,70,47.0,1.5
2016-09-08,29.4,33.5,27.5,67,51.0,0.0
2016-09-09,27.2,29.7,25.1,85,68.0,24.5
2016-09-10,27.1,30.4,25.0,82,68.0,0.0
2016-09-11,28.6,32.9,25.5,76,59.0,0.0
2016-09-12,27.5,30.7,25.9,80,67.0,0.0
2016-09-13,28.7,34.4,25.7,72,48.0,0.5
2016-09-14,27.8,29.9,25.1,73,57.0,16.0
2016-09-15,27.6,29.5,26.1,81,61.0,0.5
2016-09-16,28.7,34.7,24.7,72,47.0,0.0
2016-09-17,25.6,-99.7,24.0,92,85.0,71.5
2016-09-18,25.6,29.6,23.5,81,54.0,17.0
2016-09-19,26.3,29.7,23.6,70,56.0,0.0
2016-09-20,25.5,28.8,23.5,72,58.0,0.0
2016-09-21,27.0,31.6,24.1,66,49.0,0.0
2016-09-22,27.1,31.4,24.3,71,58.0,0.0
2016-09-23,26.7,31.1,24.1,71,55.0,0.0
2016-09-24,27.0,31.4,24.4,69,51.0,0.0
2016-09-25,27.5,31.6,25.3,74,58.0,0.0
2016-09-26,27.5,31.3,25.4,81,63.0,4.0
2016-09-27,26.8,30.4,24.6,86,62.0,81.0
2016-09-28,27.9,31.8,26.3,82,62.0,1.5
2016-09-29,27.9,33.3,26.0,80,56.0,0.0
2016-09-30,27.4,33.9,24.9,80,50.0,21.0
2016-10-01,29.1,34.4,24.9,66,49.0,0.0
2016-10-02,29.1,34.7,25.6,65,42.0,0.0
2016-10-03,27.5,31.1,24.7,71,58.0,0.0
2016-10-04,27.6,31.8,25.0,69,52.0,0.0
2016-10-05,28.0,32.5,25.5,71,57.0,0.0
2016-10-06,28.6,33.4,25.6,70,49.0,10.0
2016-10-07,26.1,28.2,24.4,82,62.0,10.0
2016-10-08,26.0,31.0,23.3,86,59.0,21.0
2016-10-09,22.1,23.5,21.1,93,89.0,20.5
2016-10-10,22.5,23.9,21.0,92,85.0,3.5
2016-10-11,24.3,27.8,22.7,92,82.0,3.5
2016-10-12,23.1,24.1,22.2,94,89.0,8.5
2016-10-13,23.9,26.4,22.2,86,71.0,0.0
2016-10-14,24.3,26.8,23.1,90,76.0,3.5
2016-10-15,26.6,31.7,24.1,84,58.0,3.5
2016-10-16,28.5,32.7,25.6,70,53.0,0.0
2016-10-17,28.2,32.5,25.8,72,55.0,0.0
2016-10-18,28.7,32.6,26.2,67,53.0,0.0
2016-10-19,28.6,32.3,26.5,68,53.0,0.0
2016-10-20,29.7,34.0,26.1,66,48.0,0.5
2016-10-21,30.1,34.7,27.5,65,48.0,0.0
2016-10-22,28.6,32.4,26.8,75,56.0,0.0
2016-10-23,27.8,32.1,25.3,73,56.0,0.0
2016-10-24,26.9,30.9,25.1,72,59.0,0.0
2016-10-25,27.7,32.1,24.6,73,55.0,0.0
2016-10-26,28.0,32.0,26.0,75,60.0,0.0
2016-10-27,27.1,30.4,25.0,80,68.0,0.0
2016-10-28,27.4,31.2,24.7,78,61.0,0.0
2016-10-29,23.9,26.7,22.2,82,69.0,2.0
2016-10-30,22.6,25.4,21.3,71,59.0,0.0
2016-10-31,23.9,28.1,21.9,70,58.0,0.0
2016-11-01,21.9,24.0,20.5,73,60.0,3.0
2016-11-02,20.4,22.3,19.0,67,58.0,0.0
2016-11-03,21.0,22.3,20.5,68,63.0,0.0
2016-11-04,22.2,25.9,20.3,75,61.0,0.0
2016-11-05,23.7,28.9,20.2,72,46.0,0.0
2016-11-06,24.7,31.0,19.3,65,39.0,0.0
2016-11-07,25.4,31.4,22.6,67,42.0,0.0
2016-11-08,21.9,26.3,18.6,82,68.0,4.5
2016-11-09,18.9,20.5,17.2,78,67.0,2.0
2016-11-10,18.9,20.2,18.2,88,78.0,7.5
2016-11-11,20.8,23.3,18.1,68,56.0,0.0
2016-11-12,23.5,28.5,21.3,71,51.0,0.0
2016-11-13,24.8,32.9,20.4,74,41.0,0.0
2016-11-14,24.7,29.6,21.7,78,59.0,0.0
2016-11-15,24.2,28.0,22.4,75,61.0,0.0
2016-11-16,23.9,28.5,21.8,72,57.0,0.0
2016-11-17,25.3,31.0,20.8,69,49.0,0.0
2016-11-18,24.2,29.2,21.6,73,51.0,0.5
2016-11-19,25.0,30.6,20.3,72,50.0,0.0
2016-11-20,24.5,28.8,21.8,74,53.0,7.0
2016-11-21,22.1,23.9,20.2,86,79.0,15.0
2016-11-22,22.5,25.8,20.5,86,72.0,19.0
2016-11-23,19.4,20.9,17.5,92,86.0,48.0
2016-11-24,18.5,21.3,16.7,81,67.0,2.5
2016-11-25,21.3,24.1,18.5,78,68.0,0.0
2016-11-26,22.0,28.1,18.2,80,54.0,2.0
2016-11-27,18.2,19.4,17.6,88,75.0,10.5
2016-11-28,19.1,21.4,17.2,62,52.0,0.5
2016-11-29,20.7,23.8,18.5,65,55.0,0.0
2016-11-30,22.2,25.3,20.4,75,62.0,0.0
2016-12-01,19.2,21.9,17.7,85,79.0,1.0
2016-12-02,19.5,21.7,18.5,77,67.0,0.0
2016-12-03,21.7,24.4,18.7,81,71.0,0.0
2016-12-04,22.5,24.8,21.0,82,72.0,0.0
2016-12-05,22.0,24.0,20.1,76,66.0,0.0
2016-12-06,19.4,20.6,18.7,63,55.0,0.0
2016-12-07,19.5,21.8,18.4,68,61.0,0.0
2016-12-08,20.2,23.0,18.4,75,67.0,0.0
2016-12-09,20.8,22.3,19.7,72,59.0,0.0
2016-12-10,20.9,24.4,18.3,75,61.0,3.0
2016-12-11,19.1,20.5,17.8,83,71.0,2.5
2016-12-12,20.7,24.6,18.0,77,56.0,0.0
2016-12-13,19.7,24.4,16.9,78,58.0,0.0
2016-12-14,17.9,19.5,15.5,72,66.0,0.0
2016-12-15,14.1,16.2,12.3,70,61.0,0.0
2016-12-16,14.5,17.5,13.3,56,47.0,0.0
2016-12-17,18.0,22.0,13.7,57,48.0,0.0
2016-12-18,20.1,25.1,15.7,62,41.0,0.0
2016-12-19,20.8,29.1,15.2,71,44.0,0.0
2016-12-20,23.5,28.7,18.6,74,54.0,0.0
2016-12-21,23.9,29.8,21.5,76,47.0,0.5
2016-12-22,20.4,23.0,17.6,82,71.0,7.0
2016-12-23,18.0,20.6,16.6,60,51.0,0.0
2016-12-24,18.9,21.8,16.5,60,52.0,0.0
2016-12-25,22.4,27.6,19.0,62,45.0,0.0
2016-12-26,21.5,25.7,17.6,75,57.0,0.0
2016-12-27,15.5,20.7,12.1,78,71.0,0.5
2016-12-28,14.1,15.4,11.8,77,67.0,2.0
2016-12-29,15.1,16.3,14.4,69,59.0,0.0
2016-12-30,17.6,20.2,14.9,66,56.0,0.0
2016-12-31,20.5,25.1,17.6,72,56.0,0.0
